,TIME_PERIOD,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_CHN,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRST_USA,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_SWE,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_EA19,OECD_QNA_GDP_USA,OECD_QNA_GDP_DEU,OECD_QNA_GDP_CHN,OECD_QNA_GDP_CHE,OECD_QNA_GDP_AUT,OECD_QNA_GDP_POL,OECD_QNA_GDP_DNK,OECD_QNA_GDP_SWE,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRM_USA,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_CHN,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_CLI_CLI_USA,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_HWE_USA,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_EU27_2020,OECD_STLABOUR_MUE_USA,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_EU27_2020,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_BTS_COS_SP_EA19,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_CHE,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_OECD,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_OECDE,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MATERIAL_RESOURCES_MF_DEU,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_CHE,OECD_MATERIAL_RESOURCES_MF_AUT,OECD_MATERIAL_RESOURCES_MF_POL,OECD_MATERIAL_RESOURCES_MF_DNK,OECD_MATERIAL_RESOURCES_MF_SWE,OECD_MATERIAL_RESOURCES_MF_EU27_2020,OECD_MATERIAL_RESOURCES_MF_EA19,OECD_MATERIAL_RESOURCES_MF_OECD,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_OECDE
532,1963-05,3.93,6.1,,3.14,,,,,,,3.6,,,,,,,,3.0,3.12,,,,,,3.5,,2.461809,4.324,0.0004,6.90751,5.19022,,,,,,,,,,,1.122414332,,,,,,,,,2.367334615,3.620492,26.70426,34.12171,,16.05746,,,34.55485,,,28.9836,25.50342,,,16.42104,,,35.42414,,5.588087,84.46893,,,,,,100.3349,98.92071,,101.1109,100.2579,,,,,,,,,,,100.9181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,1963-06,3.99,6.1,,3.15,,,,,,,3.83,,,,,,,,2.99,3.59,,,,,,4.0,,2.461809,4.3243,0.0004,6.90131,5.18511,,,,,,,,,,,1.122414332,,,,,,,,,2.367334615,3.620492,26.78427,33.81038,,16.49077,,,35.46418,,,29.11033,25.57987,,,16.74943,,,36.23333,,5.583528,83.08984,,,,,,100.3148,99.09612,,101.0009,100.4146,,,,,,,,,,,101.0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1963-07,4.02,6.1,,3.22,,,,,,,3.98,,,,,,,,3.02,3.04,,,,,,4.0,,2.461809,4.3236,0.0004,6.90226,5.18081,,,,,,,,,,,2.198830992,,,,,,,,,2.231078275,2.157059,26.67759,34.37077,,15.97384,,,35.00952,,,29.3562,25.47797,,,16.46336,,,35.90294,,5.522281,83.17603,,,,,,100.2659,99.27089,,100.7585,100.5199,,,,,,,,,,,101.1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1963-08,4.0,6.1,,3.25,,,,,,,3.81,,,,,,,,3.49,2.67,,,,,,4.0,,2.461809,4.317,0.0004,6.91085,5.19049,,,,,,,,,,,2.198830992,,,,,,,,,2.231078275,2.157059,26.73093,35.61609,,16.48876,,,35.91885,,,29.9448,25.60541,,,16.86738,,,36.68444,,5.50702,84.64131,,,,,,100.2153,99.4407,,100.6604,100.6009,,,,,,,,,,,101.1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1963-09,4.08,6.1,,3.33,,,,,,,3.75,,,,,,,,3.48,2.99,,,,,,4.0,,2.461809,4.3157,0.0004,6.90369,5.18995,,,,,,,,,,,2.198830992,,,,,,,,,2.231078275,2.157059,26.99743,34.61983,,16.49666,,,35.91885,,,29.77286,25.78375,,,16.76909,,,36.49246,,5.563509,83.17603,,,,,,100.1874,99.60782,,100.7426,100.6587,,,,,,,,,,,101.1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1963-10,4.11,6.1,,3.44,,,,,,,5.13,,,,,,,,3.5,2.83,,,,,,4.0,,2.461809,4.3157,0.0004,6.90655,5.19481,,,,,,,,,,,0.655904746,,,,,,,,,1.305016031,1.192815,27.18402,35.18023,,16.52188,,,35.91885,,,29.97601,26.01298,,,16.86808,,,36.4891,,5.728815,83.08984,,,,,,100.1778,99.79289,,100.8093,100.7041,,,,,,,,,,,101.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1963-11,4.12,6.0,,3.42,,,,,,,5.0,,,,,,,,3.48,2.73,,,,,,4.0,,2.461809,4.3167,0.0004,6.90417,5.19157,,,,,,,,,,,0.655904746,,,,,,,,,1.305016031,1.192815,27.31727,35.42929,,17.05651,,,36.37352,,,30.13453,26.08943,,,17.30076,,,36.60854,,5.834856,87.74426,,,,,,100.1817,100.0309,,100.7507,100.8171,,,,,,,,,,,101.2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,1963-12,4.13,6.0,,3.54,,,,,,,4.98,,,,,,,,3.38,2.93,,,,,,4.0,,2.461809,4.3159,0.0004,6.90179,5.19481,,,,,,,,,,,0.655904746,,,,,,,,,1.305016031,1.192815,27.26393,34.37077,,16.31891,,,36.37352,,,29.93033,26.08943,,,16.63897,,,37.21997,,5.758348,83.77939,,,,,,100.2128,100.3308,,100.6529,101.0631,,,,,,,,,,,101.4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1964-01,4.17,5.9,,3.64,,,,,,,3.33,,,,,,,,3.48,2.64,,,,,,4.5,,2.461809,4.3163,0.0004,6.91037,5.18888,,,,,,,,,,,2.108713585,,,,,,,,,1.83442248,1.294061,27.50376,35.98969,,17.08914,,,37.28286,,,30.77119,26.31876,,,17.39682,,,37.53833,,6.15298,89.98527,,,,,,100.2831,100.6857,,100.8131,101.3407,,,,,,,,,,,101.5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,1964-02,4.15,5.9,,3.8,,,,,,,3.33,,,,,,,,3.48,2.87,,,,,,4.5,,2.461809,4.3249,0.0004,6.91706,5.18403,,,,,,,,,,,2.108713585,,,,,,,,,1.83442248,1.294061,27.69035,36.8614,,17.36,,,37.28286,,,30.91005,26.47165,,,17.10322,,,36.90644,,6.09213,91.36435,,,,,,100.3697,101.0259,,101.06,101.5663,,,,,,,,,,,101.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1964-03,4.22,6.0,,3.89,,,,,,,3.46,,,,,,,,3.43,3.26,,,,,,4.5,,2.461809,4.3271,0.0004,6.90417,5.14668,,,,,,,,,,,2.108713585,,,,,,,,,1.83442248,1.294061,27.69035,36.23875,,17.13936,,,37.28286,,,30.89092,26.47165,,,17.42326,,,37.62898,,6.495484,90.58862,,,,,,100.4659,101.3082,,101.2821,101.7472,,,,,,,,,,,101.5652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1964-04,4.23,6.2,,3.88,,,,,,,3.55,,,,,,,,3.47,3.36,,,,,,4.5,,2.461809,4.321,0.0004,6.89941,5.14112,,,,,,,,,,,1.089068379,,,,,,,,,1.242565676,1.097636,28.14345,36.30101,,16.98504,,,36.82819,,,30.85118,26.95576,,,17.29979,,,38.0207,,6.194406,89.46811,,,,,,100.5615,101.5253,,101.3578,101.9128,,,,,,,,,,,101.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1964-05,4.2,6.3,,4.02,,,,,,,3.69,,,,,,,,3.5,3.33,,,,,,4.5,,2.461809,4.3157,0.0004,6.90512,5.13769,,,,,,,,,,,1.089068379,,,,,,,,,1.242565676,1.097636,28.30337,36.23875,,18.0243,,,37.73753,,,30.80938,27.05765,,,18.33221,,,38.32189,,5.986089,88.43379,,,,,,100.649,101.6757,,101.4439,102.0113,,,,,,,,,,,101.6037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1964-06,4.17,6.3,,4.05,,,,,,3.86,3.75,,,,,,,,3.5,3.33,,,,,,4.5,,2.461809,4.3156,0.0004,6.91085,5.1369,,,,,,,,,,,1.089068379,,,,,,,,,1.242565676,1.097636,28.38328,36.8614,,17.17412,,,37.73753,,,30.84788,27.10855,,,17.53932,,,38.38156,,5.927221,90.58862,,,,,,100.7276,101.7471,,101.6778,102.0572,,,,,,,,,,,101.6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1964-07,4.19,6.3,,4.04,,,,,,3.87,3.69,,,,,,,,3.42,3.26,,,,,,4.5,,2.461809,4.3217,0.0004,6.91611,5.14377,,,,,,,,,,,1.56260166,,,,,,,,,1.222741848,0.803428,28.56987,37.6086,,17.58068,,,37.28286,,,31.17021,27.33788,,,18.20074,,,41.31739,,5.978755,90.50243,,,,,,100.7931,101.7361,,101.9807,102.1115,,,,,,,,,,,101.7091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1964-08,4.19,6.3,,4.05,,,,,,3.85,3.91,,,,,,,,3.5,3.63,,,,,,4.5,,2.461809,4.3206,0.0004,6.92617,5.13716,,,,,,,,,,,1.56260166,,,,,,,,,1.222741848,0.803428,28.75636,37.29727,,17.55867,,,39.10154,,,30.86542,27.51621,,,17.93572,,,39.66092,,6.013442,87.2271,,,,,,100.8368,101.6694,,102.134,102.197,,,,,,,,,,,101.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1964-09,4.2,6.4,,4.05,,,,,,3.87,4.08,,,,,,,,3.45,3.63,,,,,,4.5,,2.461809,4.32,0.0004,6.92761,5.13848,,,,,,,,,,,1.56260166,,,,,,,,,1.222741848,0.803428,28.86304,37.35953,,17.40517,,,38.64687,,,31.25807,27.64365,,,17.85425,,,38.98225,,5.820189,88.17522,,,,,,100.8803,101.585,,102.0979,102.2439,,,,,,,,,,,101.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1964-10,4.19,6.4,,4.08,,,,,,3.94,5.42,,,,,,,,3.36,3.72,,,,,,4.5,,2.461809,4.317,0.0004,6.93001,5.16102,,,,,,,,,,,0.309191087,,,,,,,,,0.812939722,1.007205,28.46329,37.85766,,17.74847,,,39.10154,,,31.55956,27.23598,,,17.97005,,,39.51824,,5.939114,89.38192,,,,,,100.9294,101.5131,,101.9469,102.239,,,,,,,,,,,101.7088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1964-11,4.15,6.4,,4.08,,,,,,3.99,5.5,,,,,,,,3.52,3.1,,,,,,5.0,,2.461809,4.3156,0.0004,6.93001,5.1557,,,,,,,,,,,0.309191087,,,,,,,,,0.812939722,1.007205,29.34271,37.79539,,17.6857,,,39.55621,,,31.63629,28.05122,,,17.8524,,,39.87819,,6.086184,90.33004,,,,,,101.0011,101.4736,,101.9055,102.2168,,,,,,,,,,,101.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1964-12,4.18,6.4,,4.07,,,,,,4.14,5.36,,,,,,,,3.85,3.33,,,,,,5.0,,2.461809,4.3156,0.0004,6.91611,5.1443,,,,,,,,,,,0.309191087,,,,,,,,,0.812939722,1.007205,29.68922,38.23125,,17.64665,,,40.01088,,,31.7139,28.56078,,,18.16243,,,41.06264,,6.06557,97.13927,,,,,,101.0867,101.4533,,101.9229,102.1864,,,,,,,,,,,101.8351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1965-01,4.19,6.4,,4.04,,,,,,4.13,3.88,,,,,,,,3.9,2.64,,,,,,5.0,,2.461809,4.3198,0.0004,6.91659,5.13743,,,,,,,,,,,2.41990812,,,,,,,,,1.63119311,1.080903,30.00896,39.10298,,18.5654,,,41.37488,,,32.06687,28.892,,,18.75589,,,42.10224,,5.938519,102.0523,,,,,,101.1623,101.4202,,101.9579,102.1151,,,,,,,,,,,101.9404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1965-02,4.21,6.5,,3.94,,,,,,4.19,3.95,,,,,,,,3.98,3.42,,,,,,5.0,,2.461809,4.3286,0.0004,6.91563,5.13637,,,,,,,,,,,2.41990812,,,,,,,,,1.63119311,1.080903,30.19555,38.79165,,17.92908,,,40.92021,,,32.11304,29.07044,,,18.23813,,,41.98478,,5.925239,90.93339,,,,,,101.2072,101.3334,,102.0951,101.9969,,,,,,,,,,,102.0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1965-03,4.21,6.5,,3.91,,,,,,4.27,4.28,,,,,,,,4.05,4.09,,,,,,5.0,,2.461809,4.344,0.0004,6.91898,5.13663,,,,,,,,,,,2.41990812,,,,,,,,,1.63119311,1.080903,30.59531,38.72938,,17.70117,,,40.01088,,,32.01103,29.42711,,,17.94723,,,41.15147,,6.220371,91.53674,,,,,,101.2087,101.1935,,102.1987,101.8459,,,,,,,,,,,102.1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1965-04,4.2,6.6,,3.92,,,,,,4.28,4.52,,,,,,,,4.09,4.23,,,,,,5.5,,2.461809,4.3442,0.0004,6.91467,5.14562,,,,,,,,,,,1.263470829,,,,,,,,,1.179706567,1.091757,30.72856,38.91618,,17.88612,,,40.01088,,,32.18993,29.60545,,,18.13992,,,41.11233,,5.96825,92.74344,,,,,,101.1632,101.0268,,102.02,101.6583,,,,,,,,,,,102.2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1965-05,4.21,6.9,,3.92,,,,,,4.32,4.69,,,,,,,,4.1,3.78,,,,,,5.5,,2.461809,4.3471,0.0004,6.91754,5.15172,,,,,,,,,,,1.263470829,,,,,,,,,1.179706567,1.091757,30.96839,38.91618,,18.03716,,,40.46555,,,32.4838,29.83468,,,18.10697,,,40.64623,,5.862803,92.48486,,,,,,101.09,100.8489,,101.7146,101.4464,,,,,,,,,,,102.2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1965-06,4.21,7.1,,3.92,,,,,,4.31,4.8,,,,,,,,4.05,4.41,,,,,,5.5,,2.461809,4.3337,0.0004,6.93049,5.16289,,,,,,,,,,,1.263470829,,,,,,,,,1.179706567,1.091757,31.20832,38.60485,,18.20547,,,40.92021,,,32.44063,30.01311,,,18.38874,,,41.08119,,5.850712,89.89907,,,,,,101.0222,100.663,,101.3782,101.2704,,,,,,,,,,,102.1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1965-07,4.2,7.2,,3.92,,,,,,4.29,5.08,,,,,,,,4.09,4.34,,,,,,5.5,,2.461809,4.3238,0.0004,6.93577,5.16662,,,,,,,,,,,2.223160468,,,,,,,,,1.573939671,1.022361,31.50149,38.79165,,18.30134,,,38.1922,,,32.69197,30.47168,,,18.29623,,,41.34389,,5.99699,91.45055,,,,,,100.9977,100.4915,,101.1957,101.1772,,,,,,,,,,,102.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1965-08,4.25,7.3,,3.92,,,,,,4.3,5.27,,,,,,,,4.12,3.81,,,,,,5.5,,2.461809,4.3176,0.0004,6.94203,5.17277,,,,,,,,,,,2.223160468,,,,,,,,,1.573939671,1.022361,31.63474,39.16525,,18.39898,,,41.37488,,,32.70993,30.49713,,,18.55068,,,42.37399,,6.096689,91.27816,,,,,,101.0367,100.3306,,101.202,101.1034,,,,,,,,,,,102.0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1965-09,4.29,7.4,,3.94,,,,,,4.34,5.36,,,,,,,,4.02,4.77,,,,,,5.5,,2.461809,4.3174,0.0004,6.91706,5.16742,,,,,,,,,,,2.223160468,,,,,,,,,1.573939671,1.022361,31.71466,39.47657,,18.62559,,,42.28422,,,33.01048,30.57357,,,18.82256,,,42.404,,5.937726,91.9677,,,,,,101.146,100.1717,,101.3302,100.969,,,,,,,,,,,102.0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1965-10,4.35,7.5,,3.96,,,,,,4.46,6.66,,,,,,,,4.08,4.85,,,,,,5.5,,2.461809,4.3197,0.0004,6.8956,5.17357,,,,,,,,,,,2.303901713,,,,,,,,,1.699817446,1.221295,32.0345,39.28978,,18.57385,,,41.82955,,,33.12245,30.82835,,,18.65589,,,42.11422,,6.025928,92.65724,,,,,,101.3137,100.0058,,101.4061,100.7505,,,,,,,,,,,101.9963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1965-11,4.45,7.5,,3.98,,,,,,4.49,6.58,,,,,,,,4.1,4.24,,,,,,5.5,,2.461809,4.3197,0.0004,6.8937,5.17357,,,,,,,,,,,2.303901713,,,,,,,,,1.699817446,1.221295,32.16775,39.04071,,18.65046,,,41.82955,,,33.31207,30.95579,,,18.88028,,,42.7847,,6.070724,84.64131,,,,,,101.5128,99.85892,,101.6632,100.5372,,,,,,,,,,,101.9142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1965-12,4.62,7.7,,3.98,,,,,,4.75,6.55,,,,,,,,4.32,4.67,,,,,,5.5,,2.461809,4.3174,0.0004,6.88705,5.17411,,,,,,,,,,,2.303901713,,,,,,,,,1.699817446,1.221295,32.5675,39.9747,,17.78837,,,41.37488,,,33.59613,31.4398,,,18.2622,,,42.62693,,6.091337,95.5016,,,,,,101.7037,99.7485,,102.1342,100.3596,,,,,,,,,,,101.8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1966-01,4.61,7.6,,3.98,,,,,,4.95,5.23,,,,,,,,4.42,4.12,,,,,,5.5,,2.461809,4.3286,0.0004,6.888,5.1709,,,,,,,,,,,2.433835311,,,,,,,,,1.659835892,0.828988,32.88734,39.66337,,18.81476,,,42.28422,,,33.65509,31.74557,,,18.82427,,,43.11042,,6.121068,93.0882,,,,,,101.8391,99.65931,,102.5714,100.2466,,99.84339,,,,,,,,,101.6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1966-02,4.83,7.6,,3.98,,,,,,5.05,5.36,,,,,,,,4.6,4.47,,,,,,5.5,,2.461809,4.3333,0.0004,6.89845,5.16903,,,,,,,,,,,2.433835311,,,,,,,,,1.659835892,0.828988,33.10051,39.72564,,18.84567,,,41.37488,,,33.78314,31.94946,,,19.11275,,,42.98074,,6.133556,95.67399,,,,,,101.8718,99.54166,,102.7303,100.1305,,99.84637,,,,,,,,,101.5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
