,index,TIME_PERIOD,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_EA19,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_USA,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_EA19,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_USA,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_CHN,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_USA,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_EU27_2020,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_USA,OECD_QNA_GDP_AUT,OECD_QNA_GDP_CHE,OECD_QNA_GDP_CHN,OECD_QNA_GDP_DNK,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_QNA_GDP_POL,OECD_QNA_GDP_SWE,OECD_QNA_GDP_USA,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_EU27_2020,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_USA
38,164,2013-10-01,17.55544,330.4233,45.70837,6.626644,188.496368408203,285.916656494141,299.820068359375,58.2477111816406,21.01482,50.741,189.9592,31145.79,12869.62890625,4884.95556640625,9349.846,2.0,-8.97,-7.4,-13.4,-17.7,-11.6,-9.1,99.86787,100.5557,99.63831,100.8698,100.9046,100.1895,100.0865,100.4159,100.3798,99.73317,99.17443,100.5588,99.98054,100.8042,97.62181,101.1087,101.2459,98.87839,98.75552,99.49966,99.51636,99.37651,100.8069,98.85851,100.8596,100.6763,100.7421,0.0933,-0.15,3.25,0.0933,-0.0235,0.0933,2.75,0.09,2.1903,1.07,1.762174,1.934,3.162644,4.28,2.44,2.62,0.9027,6.140442,5.470909,0.7330056,3.072452,6.411087,100.101,92.54559,89.30499,102.1809,101.7785,105.9447,101.5166,110.159,87.52124,0.2258261,0.0159292,5.14,0.2258261,0.2730435,0.2258261,2.66,0.92,0.12,107.2292,110.7656,102.9821,101.0725,100.3443,91.06456,86.01574,98.10497,99.2126,98.00258,102.568,96.15795,97.88125,96.02844,94.64326,95.09261,99.04969,96.44315,99.13259,100.4,99.97963,95.16085,93.25268,96.41403,99.8033,0.0,-0.1,-0.3,0.2,-0.1,0.1,-0.2,-0.4,0.0,-0.1,0.1,-0.8,0.1,0.0,-0.4,-0.2,0.0,-0.2,-0.1,0.2,0.0,0.2,-0.3,-0.8,0.165105656,0.240693321,1.6,0.022737625,0.341454,0.557736125,0.360397,0.559627746,0.999096441,0.871741753,5.7,4.8,6.8,11.5,10.2,8.0,7.2
39,165,2013-11-01,17.55544,330.4233,45.70837,6.626644,188.496368408203,285.916656494141,299.820068359375,58.2477111816406,21.01482,50.741,189.9592,31145.79,12869.62890625,4884.95556640625,9349.846,1.1,-12.05,-8.8,-14.3,-16.0,-10.6,-5.3,99.99296,100.7113,99.59143,100.9394,101.066,100.3063,100.2183,100.4331,100.4175,99.7643,99.3053,100.529,99.94279,100.9292,97.65514,101.2911,101.2086,99.01342,98.92113,99.52798,99.59174,99.37243,101.0178,98.95929,100.813,100.7886,100.747,0.1031,-0.08,3.25,0.1031,-0.0227,0.1031,2.75,0.08,2.0781,1.031,1.677143,1.797,3.171175,4.38,2.3,2.72,0.9128143,6.137621,5.527966,0.7413595,3.101462,6.584357,100.3661,92.5122,90.25912,102.5933,101.8641,105.9305,101.7398,108.4594,87.95343,0.223381,-0.01695406,6.43,0.223381,0.2535714,0.223381,2.65,0.92,0.12,103.922,118.0761,103.6725,100.074,101.997,91.44934,86.52033,98.81933,101.9988,99.64562,98.88847,97.33191,98.3546,96.995,95.87418,99.78996,99.30202,97.25948,100.6196,102.7,96.19067,96.4585,94.22987,100.3683,99.78404,0.0,-0.3,0.2,-0.3,-0.1,-0.2,-0.1,-0.4,0.1,0.1,0.1,0.0,0.1,0.2,0.6,-0.4,0.1,0.0,-0.1,-0.2,-0.1,0.1,0.2,-0.2,0.165105656,0.240693321,1.6,0.022737625,0.341454,0.557736125,0.360397,0.559627746,0.999096441,0.871741753,6.0,4.8,7.6,11.5,10.2,8.2,6.9
40,166,2013-12-01,17.55544,330.4233,45.70837,6.626644,188.496368408203,285.916656494141,299.820068359375,58.2477111816406,21.01482,50.741,189.9592,31145.79,12869.62890625,4884.95556640625,9349.846,5.3,-13.89,-5.4,-10.9,-17.1,-10.4,-0.8,100.0317,100.799,99.34636,100.9427,101.0916,100.3773,100.3051,100.4049,100.412,99.83591,99.34654,100.3928,99.7054,101.0507,97.83936,101.4529,101.1735,99.16796,99.09605,99.61333,99.68281,99.43354,101.0773,99.26389,100.734,100.8538,100.7408,0.1686,0.01,3.25,0.1686,-0.0183,0.1686,2.75,0.09,2.1718,1.253,1.797778,1.885,3.31316,4.416667,2.39,2.9,0.8941636,6.1172,5.44415,0.7297122,3.04815,6.543941,101.1314,93.17442,91.38395,103.5238,102.2188,107.5871,102.3962,108.155,87.93947,0.2735,0.01743492,6.96,0.2735,0.25875,0.2735,2.71,0.82,0.14,105.4484,120.4542,103.3273,100.8506,96.92081,92.47542,88.23524,98.70027,102.3622,99.83892,99.69337,97.11846,98.36399,96.77811,93.13882,100.1337,99.51598,97.37609,101.9827,102.9,97.65736,96.4585,91.71708,100.7172,99.62507,0.8,0.2,0.5,-0.1,0.3,0.1,0.3,-0.1,0.0,-0.7,0.0,-1.0,0.0,-0.2,-0.1,-0.2,0.2,0.3,0.0,0.1,0.1,0.0,-0.4,0.4,0.165105656,0.240693321,1.6,0.022737625,0.341454,0.557736125,0.360397,0.559627746,0.999096441,0.871741753,5.9,4.9,6.9,11.4,10.2,8.2,6.7
41,167,2014-01-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,0.6,-10.97,-5.9,-7.6,-17.7,-11.5,4.0,100.1002,100.8261,99.03314,100.9492,101.3755,100.4235,100.3709,100.3566,100.3982,99.95898,99.38811,100.2121,99.53223,101.1446,98.07309,101.5779,101.12,99.3526,99.28655,99.66721,99.8039,99.43915,101.0195,99.43709,100.6234,100.8734,100.7293,0.1961,-0.12,3.25,0.1961,-0.0138,0.1961,2.75,0.07,2.1311,0.983,1.755909,1.856,3.212434,4.42,2.37,2.86,0.9035,6.103916,5.479257,0.7340835,3.065513,6.486191,100.6107,92.5614,93.3279,103.0688,102.1465,107.011,102.8069,108.6309,88.82654,0.2920454,-0.0433244,6.76,0.2920454,0.2763043,0.2920454,2.71,0.73,0.12,109.9004,121.502,105.3984,101.5163,95.85834,93.5015,88.97433,99.05745,100.9085,99.16237,100.1533,96.90501,98.58985,96.97374,94.9168,100.1337,99.13515,98.42566,101.7348,102.3,96.55734,96.56664,94.36948,100.0194,98.56194,-1.1,-0.6,-0.7,-0.2,-0.9,0.1,-1.2,0.4,-0.5,-0.2,0.0,-0.1,-0.6,0.2,-1.3,0.3,0.4,0.3,0.2,0.5,0.3,0.2,0.3,1.2,-0.052250207,0.484346489,1.8,0.011035271,0.422049,0.35258168,0.699983,1.337374279,0.352407705,-0.345095985,6.2,4.8,7.5,11.4,10.4,8.3,6.6
42,168,2014-02-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,1.7,-11.63,-3.9,-7.7,-14.9,-11.1,4.8,100.2671,100.8008,98.81978,100.9685,101.5001,100.4552,100.4188,100.3967,100.4316,100.052,99.42507,100.2627,99.43767,101.1737,98.47954,101.6254,101.0142,99.53445,99.46448,99.71422,99.93861,99.51,100.8833,99.50708,100.494,100.8365,100.7472,0.1567,-0.15,3.25,0.1567,-0.0118,0.1567,2.75,0.07,1.952,0.951,1.5585,1.673,3.088742,4.47,2.23,2.71,0.894215,6.113266,5.46368,0.731746,3.05719,6.497665,100.5978,93.15287,93.05959,103.5155,102.5898,107.6786,103.0608,108.343,89.00272,0.2881,-0.04796675,5.14,0.2881,0.268,0.2881,2.71,0.73,0.13,104.1764,122.218,105.1683,101.4053,104.4761,95.81017,88.27029,98.58121,102.1199,99.16237,100.7282,97.54536,99.00523,97.36457,94.64326,100.0191,99.88589,98.19242,102.1066,102.4,99.61295,97.43174,93.81107,100.3683,99.48335,0.3,0.0,0.6,0.6,0.3,0.1,0.5,0.4,0.7,0.4,-0.1,0.3,0.2,-0.1,0.5,-0.2,0.3,0.0,0.2,0.8,0.2,0.0,-0.2,0.4,-0.052250207,0.484346489,1.8,0.011035271,0.422049,0.35258168,0.699983,1.337374279,0.352407705,-0.345095985,5.9,4.8,6.9,11.4,10.3,8.2,6.7
43,169,2014-03-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,1.0,-11.39,-3.7,-8.7,-15.5,-9.5,2.0,100.3019,100.7189,98.79743,100.9785,101.5747,100.4628,100.4492,100.4698,100.5357,100.0882,99.55624,100.3712,99.39403,101.1077,98.84592,101.5975,100.9847,99.70314,99.65139,99.80042,100.1343,99.67609,100.7964,99.53943,100.3581,100.742,100.7946,0.1919,-0.15,3.25,0.1919,-0.0162,0.1919,2.75,0.08,1.8675,0.955,1.508571,1.614,2.886508,4.25,2.16,2.72,0.8811048,6.136905,5.399886,0.7231647,3.039457,6.413986,101.4913,93.91506,90.57068,103.8828,102.7133,108.941,102.7713,108.5058,89.364,0.3053333,-0.04000586,4.84,0.3053333,0.2929762,0.3053333,2.71,0.73,0.12,103.922,117.8377,102.6369,101.8491,103.2956,94.7841,88.29033,96.67625,101.7565,99.45232,98.31353,96.90501,99.35318,96.86288,94.36973,97.61314,100.8738,96.55977,101.487,102.8,97.65736,96.78291,93.81107,96.29773,100.3439,0.9,0.5,0.2,0.1,0.8,0.2,0.0,0.8,0.5,0.5,0.4,0.5,0.4,0.0,0.1,-0.1,0.0,-0.1,-0.1,-0.1,0.0,0.0,-0.1,0.7,-0.052250207,0.484346489,1.8,0.011035271,0.422049,0.35258168,0.699983,1.337374279,0.352407705,-0.345095985,6.3,4.8,6.7,11.3,10.1,8.3,6.7
44,170,2014-04-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-6.5,-11.29,-5.3,-6.2,-17.6,-8.8,13.8,100.2246,100.581,98.93692,100.9533,101.1475,100.4224,100.4323,100.5306,100.6482,100.1492,99.73532,100.4641,99.35782,101.0071,98.76186,101.5687,101.0424,99.80044,99.77492,99.90713,100.3045,99.84665,100.7962,99.61406,100.2261,100.5991,100.8523,0.2539,-0.15,3.25,0.2539,0.005,0.2539,2.75,0.09,1.7683,0.86,1.4565,1.565,2.610342,4.1,2.06,2.71,0.8825773,6.15511,5.404382,0.7240891,3.029764,6.543327,101.4307,93.4058,88.30355,103.2032,102.7852,108.1042,102.8363,106.4945,89.10403,0.32975,-0.0292094,4.64,0.32975,0.3061842,0.32975,2.72,0.7,0.12,102.5228,129.8137,102.4068,101.5163,97.03886,95.29713,89.50623,98.10497,102.6045,99.06572,98.5435,98.39915,99.3616,97.81767,95.87418,98.30055,100.9568,97.72594,102.7261,102.5,97.41292,98.29684,95.06747,98.50746,100.3247,0.1,0.1,-0.2,0.1,0.1,0.0,0.4,0.4,0.1,0.1,0.0,-0.7,0.1,-0.1,-0.2,-0.1,0.1,0.1,0.2,0.1,-0.1,0.0,-0.1,-0.7,0.513287464,0.832551987,1.9,0.086713346,0.290029,0.495016075,0.2453,1.133654672,0.455498826,1.291842129,5.5,4.8,6.7,11.1,9.8,8.3,6.2
45,171,2014-05-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-7.4,-12.86,-7.4,-8.7,-18.0,-8.8,10.0,100.0868,100.4905,99.19672,100.8998,100.2904,100.326,100.3406,100.5418,100.6702,100.1931,99.79511,100.5254,99.36456,100.9478,98.56055,101.5602,101.2722,99.85796,99.85947,99.95782,100.3921,100.0727,100.8635,99.6049,100.1052,100.4152,100.9022,0.248,-0.16,3.25,0.248,0.0897,0.248,2.75,0.09,1.6199,0.77,1.327143,1.469,2.555003,3.800476,1.88,2.56,0.8879591,6.162883,5.433918,0.7281082,3.042041,6.572495,101.56,93.08203,87.68683,102.6648,102.3249,106.7825,102.3349,106.2958,88.96871,0.3245714,-0.03160255,4.5,0.3245714,0.3475,0.3245714,2.72,0.66,0.11,100.8692,138.6705,99.64522,99.40829,97.15691,92.98846,90.67079,96.67625,100.9085,98.58247,97.96857,97.54536,99.21345,96.85749,94.5065,95.43632,101.3652,95.97668,100.7435,101.5,96.06844,96.99919,93.39227,96.87924,100.6128,0.1,0.1,-0.2,0.0,-0.1,-0.1,0.1,0.4,0.1,0.4,-0.1,0.6,0.0,0.2,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.513287464,0.832551987,1.9,0.086713346,0.290029,0.495016075,0.2453,1.133654672,0.455498826,1.291842129,5.9,4.7,6.8,11.0,9.5,7.8,6.3
46,172,2014-06-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-4.3,-13.19,-7.5,-8.7,-16.0,-8.3,5.8,99.8,100.4329,99.46902,100.7896,99.49091,100.2033,100.2282,100.526,100.612,100.2386,99.94693,100.5706,99.44555,100.9797,98.55835,101.5296,101.5723,99.84412,99.86829,99.96904,100.3896,100.1315,100.8972,99.58713,99.99988,100.2094,100.9374,0.0758,-0.15,3.25,0.0758,0.1046,0.0758,2.75,0.1,1.6506,0.714,1.264286,1.377,2.275677,3.54,1.8,2.6,0.8960238,6.156362,5.485781,0.7355753,3.043581,6.680114,101.3906,92.43628,87.67081,102.5964,102.1215,105.8748,102.7963,105.507,89.19708,0.2414286,-0.012441,4.59,0.2414286,0.3639474,0.2414286,2.68,0.58,0.11,101.6324,129.0705,101.7164,99.74113,101.0526,94.01453,89.20529,100.3671,106.2386,98.67912,96.12878,97.11846,99.49049,97.20774,94.78003,97.384,101.7005,100.0583,106.6915,101.6,97.77959,96.56664,94.64867,97.69335,100.9268,0.0,-0.1,0.4,-0.1,0.1,0.0,0.2,0.2,0.1,-0.1,0.1,-2.1,0.0,-0.3,-0.2,0.2,0.2,0.1,0.1,0.1,0.0,-0.1,-0.5,1.2,0.513287464,0.832551987,1.9,0.086713346,0.290029,0.495016075,0.2453,1.133654672,0.455498826,1.291842129,6.2,4.7,7.0,10.9,9.2,8.3,6.1
47,173,2014-07-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-11.1,-16.74,-10.9,-9.8,-16.9,-7.6,4.0,99.53938,100.3507,99.66247,100.6587,99.24422,100.1238,100.1558,100.5312,100.5253,100.2477,100.113,100.6739,99.46758,101.0448,98.57507,101.4374,101.7899,99.74594,99.7906,99.94704,100.318,100.0355,100.8302,99.58782,99.91916,100.0013,100.9532,0.0433,-0.15,3.25,0.0433,0.0814,0.0433,2.75,0.09,1.4656,0.616,1.114348,1.235,2.158331,3.34,1.6,2.54,0.8969434,6.1675,5.507535,0.738857,3.059739,6.816048,100.6968,92.00769,87.91119,102.7033,101.9793,105.3177,102.3957,103.3537,88.81912,0.2050435,0.03333334,4.57,0.2050435,0.3778261,0.2050435,2.67,0.26,0.13,100.9964,115.776,101.3712,99.74113,98.57354,94.65584,89.47771,97.86685,101.0297,100.3222,98.5435,97.97225,99.72716,97.82794,96.42124,95.78003,101.9167,97.49271,101.1152,103.7,97.53514,97.75615,95.90508,96.18143,101.3592,-0.7,0.0,0.2,-0.2,-0.5,-0.2,-0.3,-0.1,-0.5,-1.2,-0.1,1.3,-0.6,0.2,-0.4,-0.2,0.1,0.0,0.0,0.2,0.0,0.0,-0.2,0.3,0.182452899,0.552755215,1.8,1.463354302,0.547635,0.78477765,0.727557,0.811557089,0.726835072,1.215391409,6.1,4.7,6.5,10.9,8.9,8.0,6.2
48,174,2014-08-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-8.0,-18.44,-7.0,-6.7,-15.7,-7.0,2.7,99.51472,100.2811,99.60094,100.4724,99.51549,100.0397,100.0736,100.5483,100.4483,100.1535,100.2411,100.8124,99.46145,101.0568,98.58997,101.2584,101.8078,99.58286,99.6328,99.93076,100.2158,100.0345,100.649,99.67416,99.86884,99.80758,100.9531,0.0179,-0.1,3.25,0.0179,0.0841,0.0179,2.75,0.09,1.2798,0.529,0.9561905,1.066,1.989888,3.36,1.58,2.42,0.9097952,6.160614,5.598781,0.75092,3.146852,6.89901,100.7536,92.04504,89.36217,102.6156,101.6204,105.174,100.815,103.561,89.39622,0.1915714,0.038,4.47,0.1915714,0.3665476,0.1915714,2.59,0.22,0.13,100.3604,137.8729,101.8314,100.074,97.62912,96.96452,89.57306,97.03344,102.1199,96.74613,101.0732,96.26467,98.61651,96.20309,95.60064,97.26943,101.7549,96.44315,101.6109,99.7,98.14626,95.80968,94.64867,98.50746,100.7825,0.0,-0.3,0.1,-0.1,0.1,-0.3,0.0,-0.3,-0.8,-0.4,-0.1,0.8,0.1,-0.2,0.0,-0.4,0.1,0.3,0.1,0.0,0.1,0.1,0.4,-0.1,0.182452899,0.552755215,1.8,1.463354302,0.547635,0.78477765,0.727557,0.811557089,0.726835072,1.215391409,6.1,4.7,7.1,10.8,8.7,8.2,6.1
49,175,2014-09-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-5.5,-16.96,-11.6,-7.9,-17.0,-6.9,8.9,99.39848,100.2566,99.42944,100.2909,99.45206,99.97688,100.0189,100.521,100.3939,100.0722,100.1809,100.8286,99.46343,100.9475,98.64327,101.1318,101.6714,99.47707,99.53035,99.94377,100.1218,100.0792,100.4341,99.8705,99.8437,99.65665,100.9403,0.0066,-0.1,3.25,0.0066,0.0589,0.0066,2.75,0.09,1.221,0.589,0.9213637,0.959,1.848471,3.1009,1.51,2.53,0.9353637,6.152075,5.771241,0.7751895,3.245659,7.123023,101.1224,91.94028,91.59806,101.9538,101.4218,103.6771,100.4851,103.0911,90.45882,0.09709091,0.025,4.44,0.09709091,0.2868182,0.09709091,2.28,0.19,0.12,101.378,118.7299,101.3712,99.51923,100.2263,96.0667,90.07318,98.10497,101.9988,99.16237,99.11844,97.33191,99.49155,97.5499,96.28448,95.32175,102.0617,97.84257,101.6109,102.1,97.53514,96.89105,95.62587,96.06513,100.7809,0.9,0.5,0.0,0.3,0.4,-0.1,0.2,0.0,0.4,-0.2,0.0,0.0,0.2,0.0,-0.3,-0.1,0.3,0.0,0.0,-0.8,0.0,0.1,0.3,-0.1,0.182452899,0.552755215,1.8,1.463354302,0.547635,0.78477765,0.727557,0.811557089,0.726835072,1.215391409,6.1,4.7,7.2,10.9,8.5,7.9,5.9
50,176,2014-10-01,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-6.8,-19.93,-9.7,-8.6,-17.5,-6.5,-1.6,99.29941,100.24,99.16194,100.2095,99.00143,99.98862,100.0309,100.5113,100.4034,100.1276,100.0787,100.8475,99.57257,100.7669,98.65787,101.1358,101.6121,99.48231,99.56248,99.99936,100.0817,100.2302,100.1467,100.1543,99.85428,99.57185,100.9104,-0.0045,-0.1,3.25,-0.0045,0.0468,-0.0045,2.25,0.09,1.1022,0.558,0.7909091,1.127,1.689887,2.72,1.3,2.3,0.9526087,6.144041,5.874856,0.7890443,3.316922,7.237087,101.0159,91.76454,93.26614,101.5466,101.4992,103.5912,100.3653,103.4107,91.32584,0.08260869,0.04,4.26,0.08260869,0.2963043,0.08260869,1.96,0.14,0.12,101.2508,114.6904,102.5218,100.8506,100.9346,96.96452,91.37708,96.67625,104.5427,99.45232,100.1533,97.22519,99.57384,97.4866,96.55801,95.8946,102.081,96.20992,105.2045,102.3,99.36851,96.89105,96.32387,96.53033,100.6716,0.0,-0.1,-0.4,0.1,0.0,0.1,0.1,-0.4,0.4,0.2,0.0,-0.7,0.1,0.1,0.8,0.5,-0.2,-0.2,-0.2,0.5,0.0,0.1,-0.6,-0.9,0.533129833,0.664327473,1.7,-0.068678331,0.426469,0.568371504,0.570605,0.852124111,0.745548905,0.505733136,6.0,4.7,6.8,10.8,8.4,8.2,5.7
