,TIME_PERIOD,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_CHN,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRST_USA,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_SWE,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_EA19,OECD_QNA_GDP_USA,OECD_QNA_GDP_DEU,OECD_QNA_GDP_CHN,OECD_QNA_GDP_CHE,OECD_QNA_GDP_AUT,OECD_QNA_GDP_POL,OECD_QNA_GDP_DNK,OECD_QNA_GDP_SWE,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRM_USA,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_CLI_CLI_USA,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_HWE_USA,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_EU27_2020,OECD_STLABOUR_MUE_USA,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_EU27_2020,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_BTS_COS_SP_EA19,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_CHE,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_OECD,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_OECDE,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MATERIAL_RESOURCES_MF_DEU,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_CHE,OECD_MATERIAL_RESOURCES_MF_AUT,OECD_MATERIAL_RESOURCES_MF_POL,OECD_MATERIAL_RESOURCES_MF_DNK,OECD_MATERIAL_RESOURCES_MF_SWE,OECD_MATERIAL_RESOURCES_MF_EU27_2020,OECD_MATERIAL_RESOURCES_MF_EA19,OECD_MATERIAL_RESOURCES_MF_OECD,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_OECDE
770,1983-03,10.51,7.6,,4.14,,,,,12.82723,8.69,5.45,,,,,,10.92,,8.77,5.51,,3.0625,,,,9.0,,1.978,2.0628,0.008603,8.612839,7.482752,1.0651,116.4749,112.6639,240.3747,81.95396,96.49864,,90.81562,121.0782,111.5441,1.31779041,,,0.829703547,,,,,,0.802314034,0.730295,47.43363,57.09782,,36.19635,,61.33993,56.31272,61.75221,51.11378,55.43536,46.19417,,,35.76677,,53.50443,57.13044,,21.75237,88.17522,,,,,99.82153,99.78333,,100.103,98.90314,,97.48589,,,,,,,99.02704,98.14775,99.49282,99.24541,,99.0331,100.343,,98.58717,,,98.19951,99.92929,99.60005,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,8.3,3.7,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
771,1983-04,10.4,7.7,,4.06,,,,,12.78834,8.63,5.2,,,,,,10.81,,8.8,4.93,,0.125,,,,8.5,,1.9872,2.054095,0.008665,8.66801,7.485262,1.0794,117.0287,112.008,240.044,83.00145,95.80887,,90.87087,121.9231,108.3184,2.275520245,,,0.087824096,,,,,,1.093314476,0.541046,48.03415,57.65821,,37.57692,,63.76923,57.80673,61.53057,51.47762,55.74608,46.76381,,,37.09044,,55.62341,58.98012,,22.70218,91.19196,,,,,100.4391,100.0954,,100.4057,98.97993,,97.81595,,,,,,,99.20635,98.22891,100.1953,99.76107,,99.51496,100.8007,,99.92683,,,98.36738,100.2956,99.74072,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,8.4,3.4,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
772,1983-05,10.38,7.8,,4.18,,,,,12.93503,8.49,5.33,,,,,,10.92,,8.63,5.04,,2.6875,,,,8.5,,1.9852,2.05956,0.008676,8.805972,7.494099,1.0888,116.9394,111.0528,239.5107,83.02042,94.64099,,90.34041,122.4006,106.4216,2.275520245,,,0.087824096,,,,,,1.093314476,0.541046,48.3303,57.28462,,37.42478,,64.37656,57.46196,61.65722,51.58747,55.68146,47.306,,,36.95341,,56.15316,59.23533,,23.5638,90.761,,,,,101.0071,100.3264,,100.7628,99.00119,,98.2131,,,,,,,99.4062,98.29086,100.6638,99.86848,,99.88635,100.263,,100.9001,,,98.31667,100.488,99.72803,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,8.4,3.7,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
773,1983-06,10.85,8.2,,4.28,,,,,13.09088,9.2,5.57,,,,,,11.21,,8.98,5.05,,2.1875,,,,8.5,,1.9895,2.111241,0.008782,9.123816,7.633687,1.1206,118.657,110.0523,244.7317,83.07509,94.24153,,89.13131,123.2098,104.8504,2.275520245,,,0.087824096,,,,,,1.093314476,0.541046,48.62416,59.21486,,37.42478,,64.98389,57.80673,62.12426,51.99899,56.11475,47.67994,,,37.15285,,56.68291,58.75297,,24.58377,95.41541,,,,,101.4931,100.5036,,101.2508,99.0389,,98.54337,,,,,,,99.66808,98.38165,100.8123,99.85851,,100.0089,99.29123,,101.3461,,,98.26212,100.5434,99.70554,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,8.5,3.9,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
774,1983-07,11.38,8.2,,4.2,,,,,13.04498,9.5,5.57,,,,,,11.39,,9.37,5.05,,2.625,,,,8.5,,1.9888,2.116033,0.009527,9.2974,7.684828,1.1379,119.3074,109.359,245.0367,83.32554,94.30627,,88.07082,124.2611,104.0421,1.998954608,,,0.517677324,,,,,,1.328659504,0.690254,49.34842,56.53743,,39.11411,,63.76923,59.24328,61.78388,52.12088,55.78307,48.35556,,,38.48108,,55.62341,58.40037,,25.41585,94.12252,,,,,101.8806,100.6546,,101.8259,99.16358,,98.79314,,,,,,,99.96523,98.47917,100.7763,99.80984,,99.9829,98.46781,,101.4356,,,98.24167,100.5453,99.71504,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,8.5,3.7,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
775,1983-08,11.85,8.4,,4.45,,,,,13.14601,9.77,5.71,,,,,,11.31,,9.56,5.06,,1.375,,,,8.5,,1.98,2.163409,0.009668,9.630636,7.863962,1.1733,121.0512,108.3493,250.9939,83.53642,94.00922,,87.20087,124.5849,102.325,1.998954608,,,0.517677324,,,,,,1.328659504,0.690254,49.93348,57.09782,,37.47012,,64.37656,57.86419,62.10843,52.65649,56.03139,48.7754,,,37.57,,56.15316,58.83141,,26.42989,94.55348,,,,,102.1701,100.8075,,102.1459,99.32774,,98.91502,,,,,,,100.1922,98.64972,100.6353,99.79119,,99.93446,97.84201,,101.4309,,,98.237,100.5177,99.72095,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,8.5,3.8,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
776,1983-09,11.65,8.5,,4.39,,,,,13.20074,9.39,5.88,,,,,,11.65,,9.45,5.42,,0.375,,,,8.5,,1.9814,2.162527,0.009697,9.589939,7.872652,1.174,120.9786,108.3663,251.0319,83.27582,94.00661,,87.95766,124.5967,102.2916,1.998954608,,,0.517677324,,,,,,1.328659504,0.690254,50.65694,58.5922,,37.795,,66.19853,58.6112,62.74962,53.22919,56.41264,49.66728,,,37.27107,,57.7424,60.12645,,26.94226,95.07064,,,,,102.3817,100.9569,,102.3476,99.47649,,98.94578,,,,,,,100.3858,98.85946,100.5192,99.71765,,99.95106,97.41441,,101.3901,,,98.18369,100.4898,99.68481,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,8.4,3.8,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
777,1983-10,11.54,8.3,,4.26,,,,,13.11731,9.18,6.18,,,,,,12.25,,9.48,5.53,,0.25,,,,8.5,,1.9617,2.1146,0.009636,9.410761,7.775239,1.1553,119.091,109.0039,246.5331,83.60471,94.68443,,88.39202,124.7903,103.3264,2.086182628,,,0.437203703,,,,,,1.430813876,1.159515,51.05005,58.4054,,38.37568,,64.98389,59.70297,62.56755,53.37641,56.49802,50.18532,,,37.92564,,56.68291,60.6372,,27.49169,95.07064,,,,,102.523,101.1,,102.6151,99.61874,,98.94154,,,,,,,100.5931,99.04942,100.5259,99.75407,,100.0398,97.25407,,101.3784,,,98.19107,100.5275,99.69476,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,,,8.4,3.7,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
778,1983-11,11.69,8.3,,4.25,,,,,13.17624,9.36,6.3,,,,,,12.22,,9.34,5.57,,0.5,,,,8.5,,1.989,2.169218,0.009689,9.677193,7.91563,1.1856,120.4386,107.6071,244.2475,83.5835,93.87441,,88.28931,125.432,101.6618,2.086182628,,,0.437203703,,,,,,1.430813876,1.159515,51.27887,59.1526,,37.99161,,65.59121,59.76044,63.17708,53.80637,57.12868,50.4419,,,37.80457,,57.21265,60.57127,,28.09741,98.34596,,,,,102.5998,101.2324,,102.8455,99.75723,,98.96489,,,,,,,100.7926,99.25597,100.7195,100.0039,,100.2016,97.41756,,101.5084,,,98.34214,100.6823,99.8341,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,8.4,3.7,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
779,1983-12,11.83,8.4,,4.16,,,,,12.9664,9.69,6.48,,,,,,11.79,,9.47,5.61,,0.9375,,,,8.5,,1.9869,2.196343,0.009798,9.948807,8.055501,1.2165,121.3556,106.9946,245.9559,83.99593,93.53568,,87.31128,126.4439,100.6358,2.086182628,,,0.437203703,,,,,,1.430813876,1.159515,51.53259,60.33565,,36.80726,,68.02052,59.47313,63.87368,54.31098,57.64854,50.57582,,,35.96502,,59.33164,60.31075,,28.4084,89.98527,,,,,102.6141,101.3196,,102.8027,99.86394,,99.12146,,,,,,,100.869,99.41968,101.0527,100.2803,,100.434,97.77017,,101.7458,,,98.53333,100.9003,100.019,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,8.4,3.6,,,,,,,,,248.2909,,241.8055,,,,,,,,,,,,6566.234,1709.368,4059.254,189.4729,164.1931,558.5613,92.66975,124.1579,6614.8994140625,5233.3950195313,18488.10546875,7492.6557617188,3217.2866210938,7778.1640625
780,1984-01,11.67,8.4,,4.31,,,,,12.79031,9.42,6.12,,,,,,11.25,,9.56,5.56,,0.875,,,,8.5,,2.0412,2.2362,0.009871,10.16214,8.167037,1.2432,121.8759,106.1194,239.6407,83.68103,95.2642,,86.59704,127.7829,99.62379,1.954790342,,,1.010595472,,,,,,1.45185722,0.788572,52.55566,59.58846,,38.72093,,68.62784,60.79475,63.46206,54.86033,57.92102,51.48078,,,38.65516,,59.86139,61.96066,,28.67063,96.19115,,,,,102.5701,101.3282,,102.2411,99.93809,,99.2923,,,,,,,100.7243,99.52421,101.3856,100.4337,,100.6598,98.16158,,101.9858,,,98.64622,101.0749,100.12,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,8.3,3.7,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
781,1984-02,11.84,8.2,,4.39,,,,,12.57776,9.54,5.95,,,,,,11.0,,9.59,5.53,,0.9375,,,,8.5,,2.0572,2.204229,0.009864,9.855454,8.003696,1.2046,120.4953,107.5841,236.6887,82.64706,95.94608,,87.77673,126.1374,101.9774,1.954790342,,,1.010595472,,,,,,1.45185722,0.788572,52.79342,60.14885,,38.41196,,68.02052,60.62236,63.27999,54.96095,57.46201,52.04043,,,37.63295,,59.33164,59.32941,,29.89655,95.41541,,,,,102.4574,101.2429,,101.8128,99.93827,,99.46924,,,,,,,100.6311,99.62449,101.5172,100.2673,,100.7746,98.58176,,102.0219,,,98.55657,101.1009,100.0662,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,8.3,3.4,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
782,1984-03,12.32,8.1,,4.377,,,,,12.45496,10.08,5.86,,,,,,10.75,,9.91,5.53,,0.9375,,,,8.5,,2.0608,2.147223,0.010889,9.511872,7.733531,1.1629,118.7203,108.467,229.8474,82.59705,96.75751,,88.13995,128.298,104.431,1.954790342,,,1.010595472,,,,,,1.45185722,0.788572,53.04544,59.21486,,38.43281,,69.84249,60.33506,63.11375,54.96097,57.28568,52.27256,,,38.46809,,60.92088,61.58178,,30.1451,92.91582,,,,,102.2686,101.0811,,101.5459,99.90474,,99.62505,,,,,,,100.5794,99.68864,101.5469,99.96084,,100.7004,99.10869,,101.7177,,,98.37171,101.0432,99.90845,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,8.2,3.3,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
783,1984-04,12.63,8.1,,4.471,,,,,12.46373,10.41,5.84,,,,,,10.63,,10.29,5.49,,2.75,,,,8.5,,2.0891,2.187247,0.010934,9.711493,7.835617,1.1829,119.4517,107.401,226.3824,81.83323,96.20328,,87.26295,128.408,103.7325,1.727761586,,,0.520184155,,,,,,0.66343111,-0.364646,53.3632,58.779,,38.60912,,68.02052,60.96714,63.05043,54.95325,56.84099,52.53103,,,38.16582,,59.33164,61.77607,,29.8805,90.84719,,,,,102.0121,100.8939,,101.4511,99.92043,,99.67254,,,,,,,100.5652,99.70104,101.4249,99.6601,,100.5501,99.65766,,101.1778,,,98.18721,100.9202,99.72765,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,8.1,3.5,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
784,1984-05,13.41,8.2,,4.635,,,,,12.59207,11.11,6.1,,,,,,11.0,,10.32,5.54,,0.875,,,,8.5,,2.1821,2.267581,0.010619,10.06363,8.081936,1.2273,121.9451,106.0055,220.1077,80.99483,95.28095,,87.45689,128.6614,101.6773,1.727761586,,,0.520184155,,,,,,0.66343111,-0.364646,53.64785,59.21486,,38.93333,,71.66447,62.74846,64.03992,55.5129,57.6073,52.69091,,,39.30136,,62.51012,64.52625,,30.63111,94.55348,,,,,101.7174,100.7267,,101.2554,99.98802,,99.64722,,,,,,,100.5281,99.74973,101.3467,99.3986,,100.4728,100.1325,,100.8456,,,98.08812,100.826,99.5659,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,8.0,3.3,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
785,1984-06,13.56,8.2,,4.529,,,,,12.46192,11.34,6.13,,,,,,11.8,,11.06,5.52,,0.5,,,,9.5,,2.2122,2.28585,0.011075,10.04914,8.103504,1.2259,122.8136,106.5441,219.5995,80.30742,96.3706,,87.9922,127.7227,102.7843,1.727761586,,,0.520184155,,,,,,0.66343111,-0.364646,53.84326,53.61093,,38.93455,,68.62784,61.48429,60.81813,55.14061,56.19932,52.9392,,,39.00561,,59.86139,62.89397,,30.89473,91.27816,,,,,101.4082,100.611,,100.9635,100.053,,99.70292,,,,,,,100.4716,99.84128,101.2983,99.20599,,100.5742,100.3853,,100.8056,,,98.06847,100.779,99.48367,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,8.0,3.2,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
786,1984-07,13.36,8.2,,4.66,,,,,12.32811,11.56,6.13,,,,,,13.51,,11.23,5.56,,1.9375,,,,9.5,,2.2939,2.407336,0.011222,10.4207,8.309387,1.273,125.8687,105.3261,217.7617,78.49693,95.91841,,87.44241,128.9169,101.8841,0.964010047,,,1.618192911,,,,,,1.232782178,1.402646,53.99317,60.21111,,38.99561,,72.2718,60.67983,64.30906,55.77156,57.48932,53.15366,,,38.96111,,63.03987,57.58568,,30.91078,97.74261,,,,,101.1167,100.5684,,100.521,100.0539,,99.71327,,,,,,,100.3392,99.89758,101.3692,99.36954,,100.7647,100.4194,,100.9094,,,98.24487,100.8351,99.54014,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,7.9,3.3,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
787,1984-08,12.72,8.1,,4.618,,,,,12.20775,11.47,6.02,,,,,,13.57,,11.64,5.52,,0.8125,,,,9.5,,2.3643,2.414659,0.011322,10.52781,8.355943,1.2888,126.2204,104.2964,214.0676,79.15118,96.32679,,87.50005,129.9874,100.6368,0.964010047,,,1.618192911,,,,,,1.232782178,1.402646,54.05781,59.58846,,39.39762,,72.87912,62.34623,65.72601,56.2442,58.28573,53.26733,,,39.94968,,63.56961,63.7042,,31.03863,91.10577,,,,,100.8618,100.5681,,99.99555,100.0135,,99.79904,,,,,,,100.1362,99.86852,101.4954,99.66508,,100.9213,100.3066,,101.0225,,,98.47736,100.9365,99.66422,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,7.8,3.2,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
788,1984-09,12.52,7.8,,4.68,,,,,12.09158,11.29,5.82,,,,,,13.43,,11.3,5.55,,0.5625,,,,9.5,,2.5326,2.498645,0.012438,10.95223,8.570734,1.3475,128.0798,102.6822,202.3178,78.94824,95.24294,,87.34894,131.4467,98.04903,0.964010047,,,1.618192911,,,,,,1.232782178,1.402646,53.90483,60.83377,,41.34578,,72.87912,63.32308,65.43312,56.17505,58.49967,53.07482,,,40.35606,,63.56961,63.71851,,31.16072,91.36435,,,,,100.6606,100.584,,99.57636,99.99935,,99.97849,,,,,,,99.95356,99.8112,101.518,99.96272,,100.9605,100.1525,,101.1259,,,98.68601,101.0055,99.81121,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,7.8,2.9,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
789,1984-10,12.16,7.6,,4.74,,,,,11.6297,10.38,6.07,,,,,,12.96,,9.99,5.61,,1.5,,,,9.5,,2.5564,2.523048,0.01259,11.08568,8.684834,1.3731,129.0341,102.598,202.4332,79.34095,94.8003,,87.49895,131.6088,97.92614,0.820772945,,,0.845069716,,,,,,0.606752707,0.64845,53.88282,60.58471,,40.02071,,73.48645,63.78277,64.85526,56.29948,58.32258,53.36872,,,39.64187,,64.09937,64.80028,,31.4069,91.36435,,,,,100.5197,100.599,,99.41273,100.0075,,100.1601,,,,,,,99.86389,99.75507,101.3507,100.1238,,100.9453,100.0404,,101.2036,,,98.80627,100.9855,99.91354,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,7.7,3.3,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
790,1984-11,11.57,7.4,,4.622,,,,,11.42026,9.18,5.96,,,,,,11.6,,9.43,5.51,,0.5,,,,9.5,,2.6616,2.466855,0.01246,10.80298,8.570382,1.3399,127.935,103.2018,194.0342,79.90326,95.27197,,88.61427,131.5261,99.60298,0.820772945,,,0.845069716,,,,,,0.606752707,0.64845,54.06287,61.08284,,38.73155,,74.09377,63.95516,64.60195,56.33465,58.07778,53.50544,,,38.74342,,64.62911,64.99791,,31.38093,94.46729,,,,,100.4249,100.6061,,99.36845,100.0555,,100.3029,,,,,,,99.82304,99.70598,101.1695,100.2802,,100.9685,100.0154,,101.1389,,,98.98219,100.9745,100.0382,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,7.6,3.0,,,,,,,,,269.5011,,243.5147,,,,,,,,,,,,7263.62,1756.485,4475.229,195.9616,171.2816,574.9504,97.08255,132.6543,6794.5424804688,5370.8461914063,19390.07421875,8014.6254882813,3398.8937988281,7976.5541992188
